                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.7063,                0.50034,                 1.2934,                0.94192,                0.90295,                0.94658,                0.42852,                 1.9095,                0.48963,                 1.3945,               0.005149,               0.005149,               0.005149
                    149,                 1.7077,                0.49755,                 1.2976,                 0.9416,                0.90141,                0.94654,                0.43025,                 1.9079,                0.48775,                 1.3945,               0.005116,               0.005116,               0.005116
                    150,                 1.7028,                0.49707,                 1.2968,                0.93801,                0.90072,                0.94443,                0.42952,                 1.9087,                0.48756,                 1.3946,               0.005083,               0.005083,               0.005083
                    151,                 1.7165,                0.50522,                  1.303,                 0.9411,                 0.9003,                0.94373,                0.42932,                 1.9126,                0.48828,                 1.3962,                0.00505,                0.00505,                0.00505
                    152,                 1.7107,                0.50344,                 1.2965,                0.93898,                0.90148,                0.94498,                0.43042,                 1.9099,                0.48634,                 1.3949,               0.005017,               0.005017,               0.005017
                    153,                 1.7105,                0.49885,                 1.3023,                0.94074,                0.89937,                0.94292,                0.43159,                 1.9079,                0.48567,                 1.3939,               0.004984,               0.004984,               0.004984
                    154,                 1.7066,                0.49713,                  1.285,                0.94055,                0.89893,                0.94501,                0.43021,                 1.9109,                0.48576,                 1.3952,               0.004951,               0.004951,               0.004951
                    155,                 1.7064,                0.50515,                 1.2931,                0.93927,                0.89758,                0.94281,                0.42983,                 1.9102,                0.48377,                 1.3956,               0.004918,               0.004918,               0.004918
                    156,                 1.6964,                0.49944,                 1.2868,                0.94009,                0.89535,                0.94198,                0.42962,                   1.91,                 0.4837,                 1.3951,               0.004885,               0.004885,               0.004885
                    157,                 1.6937,                0.49614,                 1.2916,                0.93977,                0.89267,                0.94327,                0.42879,                 1.9108,                 0.4824,                 1.3955,               0.004852,               0.004852,               0.004852
                    158,                  1.706,                0.49973,                 1.2937,                0.93702,                0.89824,                0.94379,                  0.429,                 1.9113,                0.48138,                 1.3959,               0.004819,               0.004819,               0.004819
                    159,                 1.6924,                0.49297,                 1.2878,                0.93721,                0.90111,                0.94479,                0.42853,                 1.9116,                0.48112,                 1.3963,               0.004786,               0.004786,               0.004786
                    160,                 1.7002,                0.49107,                 1.2847,                0.93923,                0.89937,                0.94618,                   0.43,                 1.9129,                 0.4813,                 1.3967,               0.004753,               0.004753,               0.004753
                    161,                 1.6887,                0.48908,                 1.2829,                0.93843,                0.89984,                0.94597,                0.42864,                 1.9121,                0.48061,                 1.3966,                0.00472,                0.00472,                0.00472
                    162,                 1.7093,                0.50016,                 1.2962,                0.93546,                0.90072,                0.94484,                0.42824,                 1.9146,                0.48077,                 1.3977,               0.004687,               0.004687,               0.004687
                    163,                 1.6857,                0.48462,                 1.2883,                0.93457,                 0.9025,                0.94511,                0.42756,                 1.9151,                0.47826,                 1.3979,               0.004654,               0.004654,               0.004654
                    164,                 1.6992,                0.49276,                  1.292,                0.93657,                0.90429,                0.94578,                0.42674,                 1.9152,                0.47854,                 1.3979,               0.004621,               0.004621,               0.004621
                    165,                 1.6719,                0.47871,                 1.2779,                0.93895,                0.90796,                0.94761,                0.42707,                 1.9149,                0.47777,                 1.3981,               0.004588,               0.004588,               0.004588
                    166,                 1.6837,                0.48832,                   1.28,                0.93908,                0.90308,                0.94589,                0.42759,                 1.9149,                0.47787,                 1.3981,               0.004555,               0.004555,               0.004555
                    167,                 1.6849,                0.47924,                 1.2821,                0.94101,                0.90161,                0.94618,                0.42795,                 1.9143,                0.47785,                 1.3975,               0.004522,               0.004522,               0.004522
                    168,                 1.6868,                0.48788,                 1.2858,                0.93989,                0.90202,                 0.9461,                0.42805,                 1.9155,                0.47822,                  1.398,               0.004489,               0.004489,               0.004489
                    169,                 1.6937,                 0.4855,                 1.2888,                0.94168,                0.90262,                 0.9476,                0.42828,                 1.9184,                0.47796,                 1.3991,               0.004456,               0.004456,               0.004456
                    170,                 1.6925,                0.48312,                 1.2836,                 0.9429,                0.90096,                0.94844,                0.42815,                 1.9168,                0.47817,                 1.3985,               0.004423,               0.004423,               0.004423
                    171,                  1.671,                0.48666,                 1.2779,                0.94398,                 0.9025,                0.94849,                0.42803,                  1.915,                0.47718,                  1.398,                0.00439,                0.00439,                0.00439
                    172,                  1.682,                0.48552,                 1.2791,                0.94693,                0.90178,                0.94774,                0.42848,                 1.9143,                0.47733,                 1.3977,               0.004357,               0.004357,               0.004357
                    173,                 1.6843,                0.48373,                 1.2826,                0.94688,                 0.9009,                0.94659,                0.42806,                  1.914,                 0.4769,                 1.3979,               0.004324,               0.004324,               0.004324
                    174,                 1.6722,                0.48348,                 1.2738,                0.94601,                 0.9012,                0.94809,                0.42916,                 1.9158,                0.47709,                  1.398,               0.004291,               0.004291,               0.004291
                    175,                  1.671,                0.48022,                 1.2753,                0.94303,                0.90317,                0.94758,                0.42879,                 1.9163,                0.47717,                 1.3981,               0.004258,               0.004258,               0.004258
                    176,                 1.6733,                0.47966,                 1.2774,                 0.9424,                 0.9034,                0.94948,                0.42928,                 1.9175,                0.47707,                 1.3982,               0.004225,               0.004225,               0.004225
                    177,                 1.6659,                0.47998,                 1.2635,                0.94183,                0.90508,                0.94909,                0.42804,                 1.9177,                0.47758,                 1.3989,               0.004192,               0.004192,               0.004192
                    178,                 1.6721,                0.47852,                 1.2817,                0.93794,                0.90568,                0.94964,                0.42863,                 1.9169,                0.47655,                 1.3986,               0.004159,               0.004159,               0.004159
                    179,                 1.6731,                0.47507,                 1.2797,                0.93803,                0.90564,                0.95087,                0.42844,                  1.918,                0.47614,                 1.3987,               0.004126,               0.004126,               0.004126
                    180,                 1.6664,                0.47957,                 1.2726,                0.93535,                0.91145,                0.95022,                 0.4279,                 1.9179,                0.47649,                 1.3984,               0.004093,               0.004093,               0.004093
                    181,                 1.6713,                0.47366,                 1.2778,                0.93576,                0.91011,                0.95036,                0.42784,                 1.9184,                0.47635,                 1.3984,                0.00406,                0.00406,                0.00406
                    182,                 1.6687,                0.47829,                 1.2724,                 0.9364,                0.91055,                0.95055,                0.42855,                 1.9181,                0.47635,                 1.3985,               0.004027,               0.004027,               0.004027
                    183,                 1.6793,                0.47177,                 1.2792,                0.93576,                 0.9121,                0.95104,                0.42956,                 1.9198,                0.47614,                 1.3991,               0.003994,               0.003994,               0.003994
                    184,                  1.661,                0.47251,                 1.2743,                0.93579,                0.91243,                0.95091,                0.42991,                 1.9209,                0.47633,                 1.3988,               0.003961,               0.003961,               0.003961
                    185,                 1.6488,                 0.4762,                 1.2709,                0.93878,                0.91279,                0.95165,                 0.4298,                 1.9201,                0.47642,                 1.3986,               0.003928,               0.003928,               0.003928
                    186,                 1.6601,                0.46812,                 1.2672,                0.93958,                0.91113,                0.95173,                0.43106,                 1.9201,                0.47608,                 1.3984,               0.003895,               0.003895,               0.003895
                    187,                 1.6631,                0.47989,                 1.2652,                0.93827,                0.91087,                0.95214,                0.43065,                 1.9204,                0.47514,                 1.3986,               0.003862,               0.003862,               0.003862
                    188,                  1.649,                0.47099,                 1.2665,                0.93818,                0.90943,                0.95125,                0.43032,                 1.9207,                0.47511,                 1.3992,               0.003829,               0.003829,               0.003829
                    189,                 1.6712,                0.47076,                 1.2784,                0.93758,                0.91055,                0.95134,                0.43039,                 1.9199,                0.47486,                  1.399,               0.003796,               0.003796,               0.003796
                    190,                 1.6472,                0.46411,                 1.2599,                0.93735,                0.91005,                0.95078,                0.43044,                 1.9195,                0.47488,                 1.3993,               0.003763,               0.003763,               0.003763
                    191,                 1.6562,                0.47064,                 1.2665,                0.93904,                0.90742,                0.95131,                0.43122,                 1.9193,                 0.4736,                 1.3991,                0.00373,                0.00373,                0.00373
                    192,                   1.65,                0.46536,                 1.2671,                0.94162,                0.90894,                0.95184,                0.43104,                 1.9182,                0.47366,                 1.3984,               0.003697,               0.003697,               0.003697
                    193,                   1.65,                0.47469,                 1.2546,                0.94122,                0.90921,                0.95116,                0.43156,                 1.9186,                0.47316,                 1.3984,               0.003664,               0.003664,               0.003664
                    194,                 1.6349,                0.46172,                  1.258,                0.94659,                0.90877,                0.95155,                0.43153,                 1.9191,                0.47327,                 1.3989,               0.003631,               0.003631,               0.003631
                    195,                 1.6483,                0.46129,                 1.2643,                0.94633,                0.90684,                0.95105,                0.43101,                 1.9186,                0.47321,                 1.3991,               0.003598,               0.003598,               0.003598
                    196,                 1.6587,                0.46613,                 1.2698,                0.94627,                0.90653,                0.95045,                0.43054,                 1.9188,                0.47372,                 1.3993,               0.003565,               0.003565,               0.003565
                    197,                 1.6469,                0.46915,                 1.2625,                0.94714,                0.90698,                0.95138,                0.43045,                 1.9188,                0.47306,                 1.3995,               0.003532,               0.003532,               0.003532
                    198,                 1.6418,                0.45858,                 1.2519,                0.94756,                  0.905,                0.95106,                0.43021,                  1.919,                0.47363,                 1.3994,               0.003499,               0.003499,               0.003499
                    199,                 1.6413,                0.46155,                 1.2597,                0.94668,                0.90519,                 0.9514,                0.43005,                 1.9198,                0.47305,                 1.3996,               0.003466,               0.003466,               0.003466
                    200,                 1.6404,                0.46633,                 1.2584,                0.94631,                0.90474,                0.95129,                0.43041,                 1.9185,                0.47309,                 1.3992,               0.003433,               0.003433,               0.003433
                    201,                 1.6372,                 0.4608,                 1.2535,                0.94497,                0.90625,                0.95168,                 0.4308,                 1.9185,                 0.4735,                 1.3992,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.6354,                0.46172,                 1.2484,                0.94559,                0.90608,                0.95141,                0.43063,                 1.9176,                0.47364,                 1.3996,               0.003367,               0.003367,               0.003367
                    203,                 1.6438,                0.45199,                 1.2627,                0.94498,                0.90641,                0.95178,                0.43078,                 1.9176,                0.47351,                 1.3995,               0.003334,               0.003334,               0.003334
                    204,                   1.63,                0.45605,                  1.259,                0.94475,                0.90698,                0.95192,                0.43059,                 1.9178,                0.47311,                 1.3998,               0.003301,               0.003301,               0.003301
                    205,                 1.6431,                0.46399,                 1.2691,                0.94336,                0.90878,                0.95226,                0.43052,                 1.9177,                0.47234,                 1.3997,               0.003268,               0.003268,               0.003268
                    206,                 1.6296,                0.45695,                 1.2617,                0.94255,                0.90983,                0.95231,                0.43103,                 1.9173,                0.47197,                 1.3994,               0.003235,               0.003235,               0.003235
                    207,                 1.6314,                0.45545,                 1.2582,                 0.9426,                0.90966,                0.95237,                0.43116,                 1.9171,                0.47145,                 1.3993,               0.003202,               0.003202,               0.003202
                    208,                 1.6427,                0.46745,                  1.262,                0.94258,                0.90966,                0.95209,                0.43133,                 1.9164,                0.47151,                  1.399,               0.003169,               0.003169,               0.003169
                    209,                 1.6184,                0.44901,                 1.2494,                0.94193,                0.90966,                0.95186,                0.43167,                 1.9169,                0.47132,                 1.3989,               0.003136,               0.003136,               0.003136
                    210,                  1.637,                0.45832,                 1.2554,                0.94073,                  0.911,                0.95206,                 0.4317,                 1.9162,                0.47108,                 1.3988,               0.003103,               0.003103,               0.003103
                    211,                 1.6312,                0.46152,                 1.2569,                0.93727,                  0.911,                0.95192,                0.43213,                 1.9155,                0.47064,                 1.3985,                0.00307,                0.00307,                0.00307
                    212,                 1.6194,                0.45123,                 1.2497,                0.93854,                0.91055,                0.95193,                0.43228,                 1.9155,                0.47079,                 1.3984,               0.003037,               0.003037,               0.003037
                    213,                 1.6366,                0.45591,                 1.2692,                0.93998,                0.91059,                 0.9522,                 0.4323,                 1.9161,                0.47105,                 1.3983,               0.003004,               0.003004,               0.003004
                    214,                 1.6181,                0.45805,                 1.2489,                0.93891,                0.90966,                0.95212,                 0.4325,                 1.9167,                 0.4709,                 1.3986,               0.002971,               0.002971,               0.002971
                    215,                 1.6243,                0.44973,                  1.256,                 0.9365,                0.91024,                0.95169,                0.43221,                 1.9168,                0.47101,                 1.3985,               0.002938,               0.002938,               0.002938
                    216,                 1.6259,                0.44923,                 1.2531,                0.93713,                0.90921,                0.95163,                0.43202,                 1.9167,                0.47056,                 1.3986,               0.002905,               0.002905,               0.002905
                    217,                 1.6209,                0.44568,                  1.255,                0.93636,                0.91055,                0.95193,                0.43199,                 1.9165,                0.47074,                 1.3985,               0.002872,               0.002872,               0.002872
                    218,                 1.6245,                0.44377,                 1.2492,                0.93741,                0.91055,                0.95199,                0.43222,                 1.9166,                0.47049,                 1.3988,               0.002839,               0.002839,               0.002839
                    219,                 1.6185,                0.44841,                 1.2559,                  0.939,                0.91011,                0.95207,                0.43239,                 1.9162,                0.47024,                 1.3986,               0.002806,               0.002806,               0.002806
                    220,                 1.6166,                0.45061,                 1.2503,                0.93851,                0.91011,                0.95166,                0.43241,                 1.9156,                0.47035,                 1.3982,               0.002773,               0.002773,               0.002773
                    221,                 1.6194,                0.44524,                 1.2513,                0.93909,                  0.911,                0.95158,                0.43216,                 1.9156,                 0.4697,                 1.3984,                0.00274,                0.00274,                0.00274
                    222,                 1.5994,                0.44081,                 1.2432,                0.93915,                0.90921,                0.95164,                0.43179,                 1.9163,                0.46941,                 1.3987,               0.002707,               0.002707,               0.002707
                    223,                 1.6099,                0.44472,                 1.2444,                0.94012,                0.90921,                0.95137,                0.43147,                 1.9165,                0.46934,                 1.3989,               0.002674,               0.002674,               0.002674
                    224,                 1.6152,                0.44558,                 1.2418,                0.93906,                0.90967,                0.95148,                0.43206,                 1.9169,                0.46894,                 1.3989,               0.002641,               0.002641,               0.002641
                    225,                  1.618,                0.45451,                 1.2426,                0.93974,                0.90966,                0.95194,                0.43196,                 1.9168,                0.46872,                 1.3989,               0.002608,               0.002608,               0.002608
                    226,                 1.5845,                0.43806,                 1.2353,                0.94037,                0.91011,                0.95239,                0.43209,                 1.9168,                0.46884,                 1.3987,               0.002575,               0.002575,               0.002575
                    227,                 1.5985,                 0.4475,                 1.2357,                0.93962,                0.91011,                  0.952,                0.43205,                 1.9172,                0.46872,                 1.3991,               0.002542,               0.002542,               0.002542
                    228,                 1.6056,                  0.444,                 1.2444,                0.94001,                0.91106,                0.95211,                0.43162,                 1.9172,                0.46859,                 1.3992,               0.002509,               0.002509,               0.002509
                    229,                 1.5842,                0.44227,                 1.2303,                0.93907,                0.90986,                0.95211,                0.43175,                 1.9177,                0.46831,                 1.3992,               0.002476,               0.002476,               0.002476
                    230,                 1.5921,                0.44956,                 1.2322,                0.93909,                0.91011,                0.95181,                 0.4319,                 1.9171,                0.46804,                 1.3991,               0.002443,               0.002443,               0.002443
                    231,                 1.6039,                0.43812,                 1.2362,                0.93863,                0.90967,                 0.9518,                 0.4315,                 1.9182,                0.46785,                 1.3997,                0.00241,                0.00241,                0.00241
                    232,                 1.5995,                0.43815,                   1.24,                0.93913,                0.91083,                0.95242,                0.43128,                 1.9184,                0.46794,                 1.3999,               0.002377,               0.002377,               0.002377
                    233,                 1.6068,                0.44245,                  1.246,                0.93896,                0.91145,                0.95241,                0.43161,                 1.9183,                0.46767,                 1.3998,               0.002344,               0.002344,               0.002344
                    234,                 1.5855,                0.43551,                 1.2405,                0.94001,                0.91102,                0.95275,                0.43178,                 1.9188,                0.46767,                 1.3999,               0.002311,               0.002311,               0.002311
                    235,                 1.5972,                0.43288,                 1.2381,                0.93971,                0.90966,                 0.9523,                0.43271,                 1.9192,                 0.4672,                 1.4001,               0.002278,               0.002278,               0.002278
                    236,                 1.5829,                0.43418,                 1.2345,                0.93757,                  0.911,                0.95238,                0.43246,                 1.9191,                0.46728,                 1.4001,               0.002245,               0.002245,               0.002245
                    237,                 1.5873,                0.43658,                 1.2383,                0.93785,                0.91113,                0.95234,                0.43213,                 1.9193,                0.46694,                 1.4001,               0.002212,               0.002212,               0.002212
                    238,                 1.5745,                0.43303,                 1.2267,                0.93869,                0.91055,                 0.9523,                0.43213,                 1.9193,                0.46684,                    1.4,               0.002179,               0.002179,               0.002179
                    239,                 1.5843,                0.43004,                 1.2374,                0.93913,                0.91078,                0.95247,                0.43246,                 1.9196,                0.46641,                 1.4001,               0.002146,               0.002146,               0.002146
                    240,                 1.5792,                0.42939,                 1.2356,                0.93995,                0.91012,                0.95256,                0.43266,                 1.9201,                0.46618,                 1.4002,               0.002113,               0.002113,               0.002113
                    241,                 1.5784,                0.43363,                 1.2331,                0.93942,                0.91011,                0.95264,                0.43303,                 1.9199,                0.46625,                 1.4003,                0.00208,                0.00208,                0.00208
                    242,                 1.5851,                0.43951,                 1.2293,                0.93992,                0.91011,                0.95263,                0.43321,                 1.9196,                0.46639,                 1.4001,               0.002047,               0.002047,               0.002047
                    243,                 1.5811,                0.43197,                 1.2377,                0.94047,                0.91055,                0.95262,                0.43329,                 1.9192,                 0.4663,                 1.3999,               0.002014,               0.002014,               0.002014
                    244,                 1.5729,                0.42839,                 1.2264,                0.93955,                0.91057,                0.95256,                0.43344,                 1.9197,                0.46634,                 1.4002,               0.001981,               0.001981,               0.001981
                    245,                 1.5793,                0.42806,                 1.2323,                0.94047,                0.91055,                0.95263,                0.43361,                 1.9198,                0.46629,                 1.4002,               0.001948,               0.001948,               0.001948
                    246,                  1.571,                0.42907,                 1.2264,                0.94068,                  0.911,                0.95276,                0.43374,                 1.9193,                0.46602,                 1.4001,               0.001915,               0.001915,               0.001915
                    247,                 1.5654,                0.42731,                 1.2287,                0.94003,                0.91145,                0.95342,                0.43363,                 1.9197,                0.46589,                 1.4003,               0.001882,               0.001882,               0.001882
                    248,                 1.5584,                0.43202,                 1.2223,                0.94223,                0.91184,                0.95356,                 0.4337,                 1.9197,                0.46553,                 1.4002,               0.001849,               0.001849,               0.001849
                    249,                 1.5627,                0.42198,                 1.2279,                0.94101,                0.91145,                0.95351,                0.43434,                 1.9195,                0.46558,                 1.4003,               0.001816,               0.001816,               0.001816
                    250,                 1.5716,                0.42467,                 1.2309,                0.94127,                0.91145,                0.95351,                0.43384,                 1.9197,                 0.4653,                 1.4004,               0.001783,               0.001783,               0.001783
                    251,                 1.5728,                0.42763,                 1.2281,                0.94096,                0.91055,                0.95354,                0.43381,                 1.9194,                0.46531,                 1.4003,                0.00175,                0.00175,                0.00175
                    252,                 1.5773,                0.42896,                 1.2322,                0.94181,                0.91211,                0.95358,                0.43355,                 1.9195,                0.46523,                 1.4005,               0.001717,               0.001717,               0.001717
                    253,                 1.5687,                0.42449,                 1.2232,                0.94182,                0.91221,                0.95394,                0.43385,                 1.9193,                0.46498,                 1.4005,               0.001684,               0.001684,               0.001684
                    254,                  1.563,                0.41876,                 1.2264,                0.94254,                0.91279,                0.95413,                0.43364,                 1.9197,                0.46507,                 1.4008,               0.001651,               0.001651,               0.001651
                    255,                 1.5671,                 0.4264,                 1.2247,                0.94233,                0.91346,                0.95434,                0.43411,                  1.919,                0.46488,                 1.4006,               0.001618,               0.001618,               0.001618
                    256,                 1.5576,                0.42306,                 1.2174,                0.94193,                0.91324,                0.95417,                0.43405,                 1.9189,                 0.4647,                 1.4004,               0.001585,               0.001585,               0.001585
                    257,                 1.5664,                0.42007,                 1.2285,                0.94321,                0.91359,                0.95434,                0.43396,                 1.9191,                0.46446,                 1.4006,               0.001552,               0.001552,               0.001552
                    258,                 1.5583,                 0.4184,                 1.2221,                0.94313,                0.91413,                0.95476,                0.43443,                 1.9192,                0.46406,                 1.4007,               0.001519,               0.001519,               0.001519
                    259,                 1.5631,                0.42418,                 1.2181,                0.94151,                0.91421,                0.95491,                0.43446,                 1.9188,                0.46449,                 1.4006,               0.001486,               0.001486,               0.001486
                    260,                 1.5505,                 0.4186,                 1.2129,                 0.9416,                0.91413,                0.95479,                0.43449,                 1.9186,                0.46424,                 1.4006,               0.001453,               0.001453,               0.001453
                    261,                 1.5481,                0.42062,                 1.2175,                 0.9423,                0.91369,                0.95445,                0.43483,                 1.9185,                  0.464,                 1.4008,                0.00142,                0.00142,                0.00142
                    262,                 1.5543,                0.42743,                 1.2304,                0.94323,                0.91324,                0.95433,                0.43481,                 1.9187,                0.46379,                 1.4006,               0.001387,               0.001387,               0.001387
                    263,                 1.5445,                0.41972,                 1.2167,                0.94131,                0.91279,                0.95312,                 0.4343,                  1.919,                0.46373,                 1.4009,               0.001354,               0.001354,               0.001354
                    264,                 1.5556,                0.42155,                 1.2192,                0.94134,                0.91324,                0.95453,                 0.4347,                 1.9198,                 0.4637,                 1.4013,               0.001321,               0.001321,               0.001321
                    265,                 1.5488,                 0.4217,                 1.2161,                0.94183,                0.91324,                0.95452,                0.43496,                 1.9195,                0.46342,                 1.4014,               0.001288,               0.001288,               0.001288
                    266,                 1.5466,                0.42149,                 1.2261,                0.94227,                0.91324,                0.95475,                0.43524,                 1.9192,                0.46296,                 1.4014,               0.001255,               0.001255,               0.001255
                    267,                 1.5433,                0.41616,                 1.2095,                0.94329,                0.91324,                 0.9548,                  0.435,                 1.9194,                0.46293,                 1.4015,               0.001222,               0.001222,               0.001222
                    268,                   1.55,                0.41518,                  1.221,                0.94367,                0.91369,                0.95481,                0.43501,                 1.9189,                 0.4628,                 1.4014,               0.001189,               0.001189,               0.001189
                    269,                 1.5536,                0.41708,                 1.2233,                0.94409,                0.91378,                0.95485,                0.43508,                 1.9192,                0.46259,                 1.4015,               0.001156,               0.001156,               0.001156
                    270,                 1.5517,                0.41606,                 1.2237,                0.94396,                0.91413,                 0.9548,                0.43544,                  1.919,                 0.4622,                 1.4018,               0.001123,               0.001123,               0.001123
                    271,                 1.5418,                0.41864,                 1.2223,                0.94232,                0.91413,                0.95486,                0.43526,                 1.9186,                0.46229,                 1.4015,                0.00109,                0.00109,                0.00109
                    272,                 1.5305,                0.41165,                 1.2092,                0.94195,                0.91434,                0.95432,                0.43544,                 1.9188,                0.46185,                 1.4016,               0.001057,               0.001057,               0.001057
                    273,                 1.5233,                0.40901,                  1.202,                 0.9425,                0.91413,                0.95452,                0.43572,                 1.9187,                0.46165,                 1.4016,               0.001024,               0.001024,               0.001024
                    274,                 1.5249,                0.40903,                 1.1985,                0.94321,                0.91234,                0.95389,                0.43616,                 1.9191,                0.46113,                  1.402,               0.000991,               0.000991,               0.000991
                    275,                 1.5435,                0.41214,                 1.2204,                0.94283,                0.91324,                 0.9539,                0.43553,                 1.9192,                0.46094,                 1.4021,               0.000958,               0.000958,               0.000958
                    276,                 1.5392,                0.41333,                 1.2115,                0.94329,                0.91369,                0.95456,                0.43511,                  1.919,                 0.4613,                 1.4021,               0.000925,               0.000925,               0.000925
                    277,                 1.5322,                0.41078,                 1.2081,                 0.9423,                0.91413,                0.95392,                0.43533,                 1.9192,                0.46113,                 1.4022,               0.000892,               0.000892,               0.000892
                    278,                 1.5245,                0.40789,                 1.2123,                 0.9424,                0.91462,                0.95406,                0.43557,                 1.9192,                0.46093,                 1.4021,               0.000859,               0.000859,               0.000859
                    279,                 1.5153,                0.40642,                 1.2012,                0.94276,                0.91458,                0.95386,                 0.4354,                 1.9197,                0.46092,                 1.4023,               0.000826,               0.000826,               0.000826
                    280,                 1.5253,                0.41128,                 1.2073,                0.94225,                0.91547,                0.95423,                0.43501,                 1.9199,                0.46036,                 1.4023,               0.000793,               0.000793,               0.000793
                    281,                 1.5325,                0.40481,                 1.2051,                0.94293,                0.91623,                0.95495,                0.43608,                   1.92,                0.46016,                 1.4028,                0.00076,                0.00076,                0.00076
                    282,                  1.529,                0.40691,                 1.2138,                 0.9424,                0.91592,                0.95447,                 0.4357,                 1.9199,                0.45972,                 1.4026,               0.000727,               0.000727,               0.000727
                    283,                 1.5128,                0.40188,                 1.2047,                0.94247,                0.91503,                0.95361,                  0.436,                 1.9193,                0.45955,                 1.4025,               0.000694,               0.000694,               0.000694
                    284,                 1.5061,                0.40734,                 1.1929,                0.94207,                 0.9164,                0.95352,                0.43608,                 1.9193,                0.45893,                 1.4025,               0.000661,               0.000661,               0.000661
                    285,                 1.5021,                 0.4084,                 1.1936,                0.94238,                0.91547,                0.95406,                0.43596,                 1.9187,                0.45905,                 1.4024,               0.000628,               0.000628,               0.000628
                    286,                 1.5296,                0.41233,                 1.2125,                0.94244,                0.91534,                0.95377,                0.43616,                 1.9189,                0.45839,                 1.4026,               0.000595,               0.000595,               0.000595
                    287,                 1.5194,                0.40809,                 1.1992,                0.94246,                0.91503,                0.95347,                0.43602,                 1.9191,                 0.4585,                 1.4025,               0.000562,               0.000562,               0.000562
                    288,                 1.5157,                0.40861,                 1.1975,                0.94255,                0.91592,                0.95398,                0.43631,                 1.9192,                0.45849,                 1.4026,               0.000529,               0.000529,               0.000529
                    289,                 1.5167,                0.40402,                 1.2007,                0.94206,                0.91622,                 0.9539,                0.43572,                   1.92,                0.45839,                  1.403,               0.000496,               0.000496,               0.000496
                    290,                 1.5144,                0.40521,                 1.2013,                0.94214,                0.91592,                0.95375,                 0.4356,                 1.9197,                0.45811,                 1.4029,               0.000463,               0.000463,               0.000463
                    291,                 1.5207,                0.40594,                  1.207,                0.94166,                0.91592,                0.95383,                0.43619,                   1.92,                0.45808,                 1.4031,                0.00043,                0.00043,                0.00043
                    292,                  1.503,                0.39534,                 1.1977,                0.94122,                 0.9166,                0.95383,                0.43633,                   1.92,                 0.4581,                 1.4031,               0.000397,               0.000397,               0.000397
                    293,                 1.5004,                0.39512,                 1.1967,                0.94339,                0.91671,                0.95428,                0.43638,                 1.9204,                0.45778,                 1.4034,               0.000364,               0.000364,               0.000364
                    294,                 1.4879,                0.38802,                 1.1993,                0.94271,                0.91682,                 0.9543,                0.43638,                 1.9209,                0.45807,                 1.4037,               0.000331,               0.000331,               0.000331
                    295,                 1.4806,                0.38768,                 1.1913,                0.94287,                0.91682,                0.95434,                 0.4365,                 1.9211,                 0.4576,                 1.4036,               0.000298,               0.000298,               0.000298
                    296,                 1.4806,                0.38708,                  1.185,                0.94282,                0.91682,                0.95414,                0.43525,                 1.9215,                0.45816,                  1.404,               0.000265,               0.000265,               0.000265
                    297,                 1.4681,                0.38292,                  1.185,                0.94199,                0.91592,                0.95339,                 0.4357,                 1.9221,                0.45778,                 1.4045,               0.000232,               0.000232,               0.000232
                    298,                 1.4816,                0.38732,                 1.1949,                0.94199,                0.91592,                0.95363,                0.43543,                 1.9223,                0.45796,                 1.4048,               0.000199,               0.000199,               0.000199
                    299,                 1.4724,                0.38439,                 1.1891,                0.94229,                0.91592,                 0.9537,                 0.4348,                 1.9225,                 0.4576,                 1.4051,               0.000166,               0.000166,               0.000166
                    300,                 1.4699,                0.38129,                 1.1958,                0.94128,                0.91592,                0.95391,                0.43511,                 1.9224,                0.45762,                 1.4048,               0.000133,               0.000133,               0.000133
